census_year,block_id,property_id,base_property_id,building_address,CLUE_small_area,parking_type,parking_spaces,longitude,latitude
2021,77,103607,103607,Regency Towers Apartments 265 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,330,144.96883,-37.80968
2021,78,103618,103618,242-284 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Private,341,144.96998,-37.80942
2021,78,580090,580090,Casselden 2-30 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Private,185,144.97142,-37.80907
2021,78,603923,580091,The Urban Workshop 32-54 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Private,278,144.97073,-37.8092
2021,81,108960,108960,Atlantis Hotel & Tower 284-302 Spencer Street MELBOURNE VIC 3000,Melbourne (CBD),Private,107,144.95205,-37.81371
2021,82,105460,105460,479-495 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,208,144.95492,-37.81271
2021,85,105745,103309,322 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,312,144.9626,-37.81158
2021,94,639236,639236,127-141 A'Beckett Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,204,144.95976,-37.80989
2021,97,106368,106368,MacKenzie Tower 27-39 MacKenzie Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,161,144.96695,-37.80781
2021,101,100848,100848,15-31 Batman Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),Residential,212,144.95232,-37.8109
2021,101,105111,105111,Cityside 50-64 Jeffcott Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),Residential,178,144.95161,-37.81157
2021,103,621414,621414,218-236 A'Beckett Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,232,144.9566,-37.81017
2021,115,103293,103293,496-504 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,156,144.96035,-37.8072
2021,115,104101,104101,58-64 Franklin Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,360,144.96082,-37.80742
2021,115,604779,587480,Milano Apartments 8 Franklin Street MELBOURNE VIC 3000,Melbourne (CBD),Private,562,144.96209,-37.80729
2021,115,624495,624495,Zen Apartments 23-39 Therry Street MELBOURNE VIC 3000,Melbourne (CBD),Private,157,144.96103,-37.8071
2021,131,103979,103979,Melbourne Convention Centre Carpark 671-701 Flinders Street DOCKLANDS VIC 3008,Docklands,Commercial,736,144.95217,-37.82233
2021,131,103978,111287,18-38 Siddeley Street DOCKLANDS VIC 3008,Docklands,Commercial,290,144.95378,-37.82258
2021,204,591507,591507,MU Eastern Precinct Carpark 375 Cardigan Street CARLTON VIC 3053,Carlton,Commercial,722,144.96573,-37.79751
2021,206,101688,101683,96 Grattan Street CARLTON VIC 3053,Carlton,Commercial,600,144.96603,-37.79968
2021,212,627568,627568,494-516 Drummond Street CARLTON VIC 3053,Carlton,Residential,105,144.97002,-37.79358
2021,212,632536,632536,515-545 Rathdowne Street CARLTON VIC 3053,Carlton,Residential,101,144.97092,-37.793
2021,212,632639,632639,481-495 Rathdowne Street CARLTON VIC 3053,Carlton,Residential,105,144.97068,-37.79418
2021,247,106237,106237,204-218 Lygon Street CARLTON VIC 3053,Carlton,Commercial,408,144.96714,-37.80219
2021,264,644814,644814,156-172 Victoria Street CARLTON VIC 3053,Carlton,Residential,222,144.96194,-37.80615
2021,264,661677,644815,555 Swanston Street CARLTON VIC 3053,Carlton,Residential,220,144.96252,-37.8057
2021,265,107867,107867,139-155 Queensberry Street CARLTON VIC 3053,Carlton,Residential,117,144.96392,-37.80493
2021,265,109845,109845,RMIT Building 91 110-120 Victoria Street CARLTON VIC 3053,Carlton,Private,265,144.9637,-37.80632
2021,265,559514,559514,Arrow On Swanston 470-496 Swanston Street CARLTON VIC 3053,Carlton,Residential,156,144.96354,-37.80558
2021,271,102052,102052,Ormond College 29-55 College Crescent PARKVILLE VIC 3052,Parkville,Private,224,144.96051,-37.79308
2021,319,703218,106292,Arden Plaza & Offices 111-133 Canning Street NORTH MELBOURNE VIC 3051,North Melbourne,Residential,337,144.94069,-37.79624
2021,319,703218,106292,Arden Plaza & Offices 111-133 Canning Street NORTH MELBOURNE VIC 3051,North Melbourne,Commercial,328,144.94069,-37.79624
2021,353,103840,103840,Royal Park Towers 163-177 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,Residential,159,144.949,-37.79573
2008,904,108506,108506,381-405 Royal Parade PARKVILLE 3052,Parkville,Private,150,144.95868,-37.78398
2008,906,108505,108505,367-377 Royal Parade PARKVILLE 3052,Parkville,Private,144,144.95856,-37.78493
2008,929,110950,110950,34-56 Poplar Road PARKVILLE 3052,Parkville,Private,279,144.9479,-37.77803
2008,930,107618,107618,39-79 Poplar Road PARKVILLE 3052,Parkville,Private,550,144.94477,-37.78031
2008,931,107427,107427,10 Brens Drive PARKVILLE 3052,Parkville,Private,341,144.94768,-37.78533
2008,1004,104052,104052,672-692 Footscray Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,100,144.91094,-37.80569
2008,1006,102993,102993,71-385 Dynon Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,132,144.92405,-37.8035
2008,1007,107575,107575,34-72 Appleton Dock Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,197,144.91949,-37.81381
2008,1101,108845,108845,33-71C Spencer Street DOCKLANDS 3008,Docklands,Residential,102,144.9542,-37.82018
2008,1102,588807,588807,208-240 Harbour Esplanade DOCKLANDS 3008,Docklands,Commercial,270,144.94553,-37.81348
2008,1102,588807,588807,208-240 Harbour Esplanade DOCKLANDS 3008,Docklands,Private,158,144.94553,-37.81348
2008,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Commercial,2200,144.94756,-37.81674
2008,1103,598612,573403,100-108 Harbour Esplanade DOCKLANDS 3008,Docklands,Residential,448,144.94735,-37.81813
2008,1104,598658,576023,2-24 Waterview Walk DOCKLANDS 3008,Docklands,Commercial,113,144.94799,-37.81938
2008,1104,598658,576023,2-24 Waterview Walk DOCKLANDS 3008,Docklands,Residential,331,144.94799,-37.81938
2008,1105,588061,588061,8-18 McCrae Street DOCKLANDS 3008,Docklands,Residential,189,144.95076,-37.82151
2008,1108,106983,106983,847 Bourke Street DOCKLANDS 3008,Docklands,Private,202,144.94047,-37.82055
2008,1108,604124,604124,816-828 Bourke Street DOCKLANDS 3008,Docklands,Private,175,144.94397,-37.81927
2008,1109,573206,560004,5 Caravel Lane DOCKLANDS 3008,Docklands,Residential,225,144.94217,-37.81436
2008,1109,573327,573327,37-43 Caravel Lane DOCKLANDS 3008,Docklands,Residential,250,144.94067,-37.81492
2008,1109,584059,584059,2-16 Newquay Promenade DOCKLANDS 3008,Docklands,Residential,275,144.94369,-37.81381
2008,1109,593736,593736,453-507 Docklands Drive DOCKLANDS 3008,Docklands,Commercial,307,144.93645,-37.81641
2008,1109,601815,601815,397-407 Docklands Drive DOCKLANDS 3008,Docklands,Commercial,284,144.94021,-37.81429
2008,1110,618853,618853,396-416 Docklands Drive DOCKLANDS 3008,Docklands,Commercial,429,144.94005,-37.81333
2009,12,103997,103997,472-482 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,330,144.95827,-37.81973
2009,14,104007,104007,300-316 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,574,144.964,-37.81806
2009,18,108977,108977,25-31 Spring Street MELBOURNE 3000,Melbourne (CBD),Residential,111,144.9741,-37.81455
2009,18,111072,111072,32-44 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,532,144.97319,-37.81539
2009,22,102104,102104,505-535 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,612,144.95747,-37.81866
2009,28,102063,102060,45 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,552,144.97263,-37.81431
2009,31,108968,108968,613-639 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,300,144.95436,-37.81818
2009,36,108534,108534,103-107 Russell Street MELBOURNE 3000,Melbourne (CBD),Commercial,233,144.96804,-37.81422
2009,37,102155,102155,106-120 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,327,144.96932,-37.814
2009,37,102157,102157,90-98 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,118,144.97029,-37.81402
2009,44,597186,101146,385 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,213,144.96292,-37.81493
2009,48,105969,105969,34-60 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,932,144.97201,-37.81248
2009,51,101170,101170,624-634 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,125,144.9548,-37.81597
2009,51,558316,558316,654-670 Bourke Street MELBOURNE 3000,Melbourne (CBD),Residential,300,144.95404,-37.81627
2009,51,566659,566659,182-200 Spencer Street MELBOURNE 3000,Melbourne (CBD),Private,367,144.9533,-37.81625
2009,52,101173,101173,562-574 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,513,144.95676,-37.81551
2009,57,101219,101219,100-116 Bourke Street MELBOURNE 3000,Melbourne (CBD),Residential,215,144.96976,-37.81173
2009,62,105861,105861,548-558 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,335,144.95594,-37.81492
2009,64,108102,108102,200-222 Queen Street MELBOURNE 3000,Melbourne (CBD),Commercial,427,144.96047,-37.81346
2009,65,103312,103312,222-260 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Commercial,205,144.96289,-37.8127
2009,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Commercial,1150,144.96573,-37.81068
2009,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Private,341,144.96998,-37.80942
2009,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Private,300,144.97073,-37.8092
2009,81,108961,108961,278-282 Spencer Street MELBOURNE 3000,Melbourne (CBD),Private,150,144.95217,-37.81395
2009,83,105456,105456,299-319 Queen Street MELBOURNE 3000,Melbourne (CBD),Residential,140,144.95866,-37.81145
2009,83,105457,105457,371-389 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Commercial,447,144.95814,-37.81164
2009,85,105745,103309,322 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Commercial,312,144.9626,-37.81158
2009,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Commercial,722,144.96284,-37.8109
2009,88,110649,105437,33 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Residential,167,144.97042,-37.80826
2009,88,105438,105438,288-326 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Private,100,144.96966,-37.80849
2009,88,110943,108992,283 Spring Street MELBOURNE 3000,Melbourne (CBD),Residential,165,144.97102,-37.80817
2009,93,573454,565462,28 Wills Street MELBOURNE 3000,Melbourne (CBD),Residential,115,144.95723,-37.81068
2009,94,108089,108089,346-376 Queen Street MELBOURNE 3000,Melbourne (CBD),Commercial,146,144.9592,-37.81025
2009,95,105485,105485,224-252 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Commercial,689,144.96228,-37.80966
2009,101,105111,105111,50-64 Jeffcott Street WEST MELBOURNE 3003,West Melbourne (Residential),Residential,178,144.95161,-37.81157
2009,101,105326,105326,383-405 King Street WEST MELBOURNE 3003,West Melbourne (Residential),Private,108,144.95292,-37.81111
2009,104,104084,104084,151-165 Franklin Street MELBOURNE 3000,Melbourne (CBD),Commercial,143,144.95954,-37.80899
2009,115,110747,110747,499-511 Swanston Street MELBOURNE 3000,Melbourne (CBD),Private,156,144.96192,-37.80693
2009,115,604779,587480,8 Franklin Street MELBOURNE 3000,Melbourne (CBD),Private,116,144.96209,-37.80729
2009,131,103978,111287,18-38 Siddeley Street DOCKLANDS 3005,Docklands,Commercial,290,144.95378,-37.82258
2009,204,591507,591507,375 Cardigan Street CARLTON 3053,Carlton,Commercial,715,144.96573,-37.79751
2009,207,109553,109553,6-30 Tyne Street CARLTON 3053,Carlton,Commercial,218,144.96669,-37.79767
2009,217,106193,106193,368-386 Lygon Street CARLTON 3053,Carlton,Commercial,154,144.96815,-37.79804
2009,241,573377,573377,220 Berkeley Street CARLTON 3053,Carlton,Commercial,1136,,
2009,245,581508,538825,640 Swanston Street CARLTON 3053,Carlton,Residential,157,144.96433,-37.8019
2009,263,563935,563935,1-19 Bouverie Street CARLTON 3053,Carlton,Residential,180,144.96109,-37.80609
2009,265,109845,109845,110-120 Victoria Street CARLTON 3053,Carlton,Private,235,144.96393,-37.80606
2009,265,109845,109845,110-120 Victoria Street CARLTON 3053,Carlton,Commercial,465,144.96393,-37.80606
2009,271,102049,102049,871-945 Swanston Street PARKVILLE 3052,Parkville,Private,148,144.96376,-37.79532
2009,375,101095,101095,14-20 Blackwood Street NORTH MELBOURNE 3051,North Melbourne,Commercial,356,144.95516,-37.80175
2009,376,101092,101092,23-35 Blackwood Street NORTH MELBOURNE 3051,North Melbourne,Commercial,108,144.95504,-37.80081
2009,570,103390,103390,390-426 Epsom Road FLEMINGTON 3031,Kensington,Private,150,144.91682,-37.78431
2009,607,110002,110002,98-108 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Private,102,144.98678,-37.81619
2009,613,109645,109645,388-410 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Residential,254,144.98484,-37.80996
2009,618,109996,109996,1-9 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,114,144.98483,-37.81609
2009,620,109652,109653,320 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Commercial,350,144.982,-37.80963
2009,720,108627,108627,415-421 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,480,144.97704,-37.83775
2009,724,108649,108649,549-551 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,250,144.98028,-37.84659
2009,729,110346,110346,73-79 Whiteman Street SOUTHBANK 3006,Southbank,Residential,226,144.95635,-37.82664
2009,730,110491,110491,41-55 Haig Street SOUTHBANK 3006,Southbank,Residential,300,144.95738,-37.82721
2009,732,110483,110483,127-135 Clarendon Street SOUTHBANK 3006,Southbank,Commercial,204,144.95912,-37.82825
2009,734,110465,110465,71-75 Clarke Street SOUTHBANK 3006,Southbank,Commercial,253,144.96035,-37.828
2009,735,110637,110637,31-49 Moray Street SOUTHBANK 3006,Southbank,Commercial,180,144.9614,-37.82762
2009,742,110426,110426,90-104 Wells Street SOUTHBANK 3006,Southbank,Residential,163,144.96798,-37.82792
2009,748,110433,110433,6-8 Dorcas Street SOUTHBANK 3006,Southbank,Residential,221,144.97018,-37.82985
2009,750,569749,108655,250 St Kilda Road SOUTHBANK 3006,Southbank,Residential,206,144.9701,-37.82562
2009,753,110606,110380,3 Southgate Avenue SOUTHBANK 3006,Southbank,Commercial,581,144.9663,-37.82072
2009,759,108632,108632,439-445 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,343,144.97768,-37.83949
2009,760,108638,108638,477-479 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,204,144.97856,-37.84188
2009,760,108644,108644,509-515 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,215,144.97936,-37.8441
2009,772,110528,110528,69-79 Lorimer Street DOCKLANDS 3008,Docklands,Private,202,144.94269,-37.82497
2009,773,579362,579362,84-90 Lorimer Street DOCKLANDS 3008,Docklands,Residential,325,144.94389,-37.8246
2009,774,110860,110860,351-387 Ingles Street PORT MELBOURNE 3207,Port Melbourne,Private,172,144.93339,-37.82323
2009,775,110525,110525,850-868 Lorimer Street PORT MELBOURNE 3207,Port Melbourne,Private,120,144.93468,-37.82304
2009,779,110587,110587,2-46 Douglas Street PORT MELBOURNE 3207,Port Melbourne,Private,311,144.9257,-37.82602
2009,780,110590,110590,158-222 Salmon Street PORT MELBOURNE 3207,Port Melbourne,Private,200,144.92344,-37.82574
2009,781,110515,110515,674-702 Lorimer Street PORT MELBOURNE 3207,Port Melbourne,Private,122,144.92338,-37.8223
2009,781,110596,110596,272-310 Salmon Street PORT MELBOURNE 3207,Port Melbourne,Private,125,144.92172,-37.82182
2009,789,110577,110577,127-169 Todd Road FISHERMANS BEND 3207,Port Melbourne,Private,260,144.91016,-37.8282
2009,791,110501,110501,224-260 Lorimer Street FISHERMANS BEND 3207,Port Melbourne,Private,900,144.90413,-37.82897
2009,795,110599,110599,120-178 PORT MELBOURNE 3207,Port Melbourne,Private,120,144.90863,-37.83938
2009,801,570659,570659,64-78 City Road SOUTHBANK 3006,Southbank,Commercial,779,144.96514,-37.82175
2009,802,110384,110384,102-156 City Road SOUTHBANK 3006,Southbank,Private,182,144.96295,-37.82289
2009,804,623557,110484,2-26 Clarendon Street SOUTH WHARF 3006,Southbank,Commercial,1696,144.95378,-37.82556
2009,804,110538,110538,18-32 Munro Street SOUTH WHARF 3006,Southbank,Commercial,700,144.94911,-37.8266
2009,806,110343,110343,27-45 Whiteman Street SOUTHBANK 3006,Southbank,Commercial,2600,144.95856,-37.82522
2009,810,110366,110366,157-165 City Road SOUTHBANK 3006,Southbank,Residential,209,144.96268,-37.82425
2009,811,111373,111373,34-52 Kavanagh Street SOUTHBANK 3006,Southbank,Residential,140,144.96411,-37.82376
2009,812,110415,110415,12-16 Kavanagh Street SOUTHBANK 3006,Southbank,Residential,170,144.96626,-37.82261
2009,870,102178,102178,23-99 Commercial Road MELBOURNE 3004,Melbourne (Remainder),Commercial,1729,144.98282,-37.84657
2009,871,108652,108652,583-597 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,100,144.98217,-37.84974
2009,904,108506,108506,381-405 Royal Parade PARKVILLE 3052,Parkville,Private,150,144.95868,-37.78398
2009,920,618951,618951,18-22 Flemington Road PARKVILLE 3050,Parkville,Commercial,950,,
2009,929,110950,110950,34-56 Poplar Road PARKVILLE 3052,Parkville,Private,279,144.9479,-37.77803
2009,931,103908,103908,50 Flemington Road PARKVILLE 3052,Parkville,Commercial,1050,144.95021,-37.79355
2009,931,110273,110273,Elliott Avenue PARKVILLE 3052,Parkville,Private,300,144.95163,-37.78462
2009,1004,104052,104052,672-692 Footscray Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,100,144.91094,-37.80569
2009,1006,102993,102993,71-385 Dynon Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,132,144.92405,-37.8035
2009,1006,104053,104053,476-602 Footscray Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,2700,144.92378,-37.80659
2009,1006,104051,104055,450-468 Footscray Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,293,144.93039,-37.80789
2009,1101,110843,110843,163-261 Spencer Street DOCKLANDS 3008,Docklands,Commercial,583,144.95056,-37.81451
2009,1102,611576,611576,1010 La Trobe Street DOCKLANDS 3008,Docklands,Private,103,144.94538,-37.81455
2009,1103,589575,589575,150-170 Harbour Esplanade DOCKLANDS 3008,Docklands,Private,144,144.94594,-37.81581
2009,1105,578095,578095,694-704 Collins Street DOCKLANDS 3008,Docklands,Commercial,265,144.95086,-37.81949
2009,1105,578096,578096,715-727 Bourke Street DOCKLANDS 3008,Docklands,Private,171,144.95027,-37.81866
2009,1105,578096,578096,715-727 Bourke Street DOCKLANDS 3008,Docklands,Commercial,300,144.95027,-37.81866
2009,1105,588061,588061,8-18 McCrae Street DOCKLANDS 3008,Docklands,Residential,189,144.95076,-37.82151
2009,1108,609481,609481,2-6 Seafarer Lane DOCKLANDS 3008,Docklands,Commercial,107,144.94433,-37.82067
2009,1108,611367,611367,791-847 Collins Street DOCKLANDS 3008,Docklands,Private,400,144.94564,-37.82192
2009,1108,623574,623574,848-868 Bourke Street DOCKLANDS 3008,Docklands,Commercial,100,,
2009,1109,573207,560004,15 Caravel Lane DOCKLANDS 3008,Docklands,Residential,150,144.94217,-37.81436
2009,1109,573327,573327,37-43 Caravel Lane DOCKLANDS 3008,Docklands,Residential,250,144.94067,-37.81492
2009,1109,601815,601815,397-407 Docklands Drive DOCKLANDS 3008,Docklands,Commercial,387,144.94021,-37.81429
2009,1110,593729,593729,82-94 Waterfront Way DOCKLANDS 3008,Docklands,Commercial,2203,144.93927,-37.81234
2009,1110,620308,593737,432-446 Docklands Drive DOCKLANDS 3008,Docklands,Residential,163,144.93785,-37.81338
